Text Content,Document,Codes,Start position,End position
Without reading this entire thread I give a big :+1: on this.,issue224_allCommentsText.doc,224_non-argumentative,104756,104817
"I see that working files fills some of the gap, but not completely.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",104879,104946
but please give me my tabs!,issue224_allCommentsText.doc,"224_claim 1, 224_support 1",104974,105001
+1,issue224_allCommentsText.doc,224_non-argumentative,105117,105119
Extremely necessary.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",105122,105142
+1,issue224_allCommentsText.doc,224_non-argumentative,105253,105255
so I often like to create a tab group on the right-hand side for one type of file and another tab group on the left for other types of files.,issue224_allCommentsText.doc,"224_ground 1, 224_support 1",105313,105454
"For instance, when working on protractor/webdriverjs code, I like to keep all of the ""Page Objects"" on the right and all of the ""specs"" on the left, grouped separately and logically.",issue224_allCommentsText.doc,"224_ground 1, 224_support 1",105455,105637
"Similarly when working on front-end stuff, I'll keep a tab group on the right for all of the js/ts files and another on the left for html and css.",issue224_allCommentsText.doc,"224_ground 1, 224_support 1",105638,105784
"These are just two examples, but I do this ALL the time on almost every project to some extent and this strategy has served me well for many years of development",issue224_allCommentsText.doc,"224_ground 1, 224_support 1",105787,105948
the global file list approach makes it more difficult to differentiate between the file types and thus I find myself wasting a lot of time scrolling thru the list for the file I wanted to view.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",106039,106232
"which is extremely frustrating, especially after using regular VS for over 16 years which has trained me to expect the pane to remain open with the rest of the files visible.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",106342,106516
"The lack of tab groups in Code is extremely disappointing and I don't think people should be forced or convinced to work in a certain way because ""it's better"" or ""there is no good reason for tabs"" in your opinion.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",106519,106733
Yes there is.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",106734,106747
"Maybe you just don't use them in the best way or don't feel they are useful, but there are tons of us who do and would really appreciate something as basic as tab groups.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",106748,106918
At the very least allow the user to pick which experience they want so they can use Code in the way works best for them.,issue224_allCommentsText.doc,"224_claim 5, 224_support 5",107144,107264
which already has tab group support.,issue224_allCommentsText.doc,"224_ground 5, 224_support 5",106968,107004
"It would seem that it would of taken a lot of extra work to remove this functionality, which just doesn't make a whole lot of sense to me.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",107005,107143
Please bring tab groups back to VS Code.,issue224_allCommentsText.doc,"224_claim 1, 224_support 1",107267,107307
"Maybe if you draw boxes around the filenames in the Working Files list, people will see that it's functionally equivalent to left-sided tabs... :-)",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",107422,107569
@ChrisMiami: except [it's not](https://github.com/Microsoft/vscode/issues/224#issuecomment-166931316).  (I'd potentially be wiling to live with it if it were.),issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",107685,107844
LOL,issue224_allCommentsText.doc,224_non-argumentative,107959,107962
@kfranqueiro while waiting for a proper tab solution you might be interested in adopting [the keybindings I use](http://www.growingwiththeweb.com/2016/03/simulating-tabs-in-vscode.html) which bring <kbd>ctrl</kbd>+<kbd>w</kbd> and <kbd>ctrl</kbd>+<kbd>shift</kbd>+<kbd>w</kbd> closer to a regular tabs implementation.,issue224_allCommentsText.doc,224_non-argumentative,108480,108797
@nub340 VSCode isn't based on Atom but Electron which was made by the same group that is working on Atom.,issue224_allCommentsText.doc,"224_ground 5, 224_support 5",108908,109013
Please add!!!,issue224_allCommentsText.doc,"224_claim 1, 224_support 1",109129,109142
I also think this is a feature sorely missing in an otherwise great editor.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",109253,109328
"Please add tabs as an option, or allow third party plugin for tab functionality.",issue224_allCommentsText.doc,"224_claim 5, 224_claim 10, 224_support 5, 224_support 10",109447,109527
The first thing that struck me about VSC (after the silly name) was how _great_ it was to _not_ have tabs.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",109638,109744
"tabs are pointless for me, because the file names will not show on the tabs.",issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",109780,109856
"I _adore_ CTRL+TAB, and the 'working files' list.",issue224_allCommentsText.doc,"224_warrant 4, 224_warrant 6, 224_support 4, 224_support 6",109859,109908
"If you must add tabs, please make them optional.",issue224_allCommentsText.doc,"224_claim 5, 224_support 5",109911,109959
"@leegee They are not ""pointless"", you just don't have a need for them.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",110076,110146
Did you consider that people who are working on different kinds of projects might have a different use case to you?,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",110147,110262
"Give the thousands of people who have voted for tabs, I think the only ""pointless"" thing around here is your comment :)",issue224_allCommentsText.doc,224_non-argumentative,110265,110384
@jon64digital : I saw that the project had asked for general comments from users on the prospect of tabs -- I took that to mean we should express our own opinions.,issue224_allCommentsText.doc,224_non-argumentative,110495,110658
"I now realise I should have e-mailed you first, so that I could express your opinion, and avoid your rude ad-hominem invective.",issue224_allCommentsText.doc,224_non-argumentative,110659,110786
My apologies.,issue224_allCommentsText.doc,224_non-argumentative,110787,110800
"@jon64digital @leegee said they were pointless _for him_, not in general.",issue224_allCommentsText.doc,224_non-argumentative,110917,110990
Let's keep the discussion civil and not resort to personal attacks.,issue224_allCommentsText.doc,224_non-argumentative,111113,111180
Nobody has an incorrect opinion. They are just that...opinions.,issue224_allCommentsText.doc,224_non-argumentative,111181,111244
@jayrosen1576 He has edited his comment.,issue224_allCommentsText.doc,224_non-argumentative,111361,111401
"If it had originally said ""pointless for me"" then of course I wouldn't have said what I did.",issue224_allCommentsText.doc,224_non-argumentative,111402,111494
I also presume that the two other people who downvoted his comment did so before he edited it.,issue224_allCommentsText.doc,224_non-argumentative,111495,111589
"I totally agree that everybody is entitled to an opinion, but there seem to be several people on here that don't require tabs in their workflow who are seeking to deny those who do want them by putting -1 or telling MS that the feature is not required or would in some way divert resources from more important features.",issue224_allCommentsText.doc,224_non-argumentative,111592,111911
"Given that they can see how many people want tabs, I find this selfish and a little immature.",issue224_allCommentsText.doc,224_non-argumentative,111912,112005
"Anyway, I apologise if anybody saw this as a personal attack.",issue224_allCommentsText.doc,224_non-argumentative,112008,112069
I did put a smiley after it.,issue224_allCommentsText.doc,224_non-argumentative,112070,112098
"Seriously tho I just feel that since tabs have been an essential part of Visual Studio for pretty much ever, there are a lot of developers who have grown accustomed to their utility and therefore making the single MRU list optional (either opt-in or out) would make the already awesome tool that VS Code is even more versatile, for all.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",112675,113011
If anything I think this discussion just illustrates that there are many ways a developer can use an IDE and all of them are perfectly valid for their use case.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",112209,112369
